UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,Authority Link,First-level tag,Second-level tag,Typology,Visited or referenced,Other,COMMENTS,GROUP_ID,GROUP_ORDER
5b193f4d-ab2b-49cd-98a9-d0131815ddee,anabasis_book5_english.txt,Xenophon,char-offset:48577,PERSON,,,,,,,,Xenophon|person,https://en.wikipedia.org/wiki/Xenophon,person,,,,,,,
a5b8534b-b67c-478f-8d40-6ad30aa92be9,anabasis_book5_english.txt,Philesius,char-offset:48624,PERSON,,,,,,,,philesius|person,philesius,person,,,,,,,
853cf8b3-f2c4-4f8e-8680-79c95972cc5b,anabasis_book5_english.txt,Lycon,char-offset:48638,PERSON,,,,,,,,lycon|person,lycon,person,,,,,,,
b9d79d4e-b616-4fcf-8c11-665ccfb9d5a3,anabasis_book5_english.txt,the Achaeans,char-offset:48644,PLACE,http://pleiades.stoa.org/places/570028,Achaea/Achaia (region),-0750/0300,38.102121472776034,22.224585911364017,region,VERIFIED,Achaea|person|ethnic|region,https://en.wikipedia.org/wiki/Achaea,person,ethnic,region,,,,,
1b796138-d73e-4dd2-b54f-c552fb4bd8bf,anabasis_book5_english.txt,Xenophon,char-offset:48698,PERSON,,,,,,,,Xenophon|person,https://en.wikipedia.org/wiki/Xenophon,person,,,,,,,
ce8487f2-7db3-49a2-91c5-b0896c9aef39,anabasis_book5_english.txt,Xenophon,char-offset:48850,PERSON,,,,,,,,Xenophon|person,https://en.wikipedia.org/wiki/Xenophon,person,,,,,,,
b6da1199-5aa5-4613-a4b1-d3f503e6cd58,anabasis_book5_english.txt,Silanus,char-offset:49325,PERSON,,,,,,,,Silanus|person,https://en.wikipedia.org/wiki/Silanus_of_Ambracia,person,,,,,,,
27a5581b-1f18-486c-88ef-1716adadaa8c,anabasis_book5_english.txt,Heracleots,char-offset:50215,PLACE,http://pleiades.stoa.org/places/844944,"Heraclea|Heraclea/Herakleia, Karadeniz Ereğli",-0550/0640,41.284722,31.414722,settlement,VERIFIED,Heracleia|collective|ethnic|referenced,https://en.wikipedia.org/wiki/Heraclea_Pontica,collective,ethnic,,referenced,,,,
1301b937-cf45-4911-a219-d1f2580b5b01,anabasis_book5_english.txt,Sinopeans,char-offset:50230,PLACE,http://pleiades.stoa.org/places/857321,"Sinope|Sinope, Sinop",-1750/2000,42.0206,35.14885,"settlement,port",VERIFIED,Sinope|collective|ethnic|referenced,"https://en.wikipedia.org/wiki/Sinop,_Turkey",collective,ethnic,,referenced,,,,
cfcf4f2e-5054-4d0b-92bf-b5d63303241b,anabasis_book5_english.txt,Greece,char-offset:51140,PLACE,http://pleiades.stoa.org/places/1001896,Hellas,-0550/2100,37.5,22.5,province,VERIFIED,Greece|location|region,https://en.wikipedia.org/wiki/Ancient_Greece,location,,region,,,,,
